# Results for NC_015049 (CrHV2)
NC_015049-p0025.forward.frame1	PF01054	4.1e-15_3.9e-11	-
NC_015049-p0672.reverse.frame2	PF11108	1.8e-19_2.4e-15	16
NC_015049-p0689.reverse.frame2	PF02499	3.8e-141_5e-137	12
NC_015049-p0708.reverse.frame2	PF01499	1.2e-110_8.3e-107	1
NC_015049-p0711.reverse.frame2	PF00716	1.9e-71_3.3e-67	59
NC_015049-p0762.reverse.frame2	PF00129	7.2e-38_1e-33	1184
NC_015049-p0771.reverse.frame3	PF11666	9.4e-09_8.9e-05	-
NC_015049-p0787.reverse.frame3	PF04541	9e-60_1.2e-55	50
NC_015049-p0808.reverse.frame3	PF04633	6.1e-41_8.6e-37	-
NC_015049-p0815.reverse.frame3	PF04533	8.6e-56_1.2e-51	-
NC_015049-p0833.reverse.frame3	PF01763	8.2e-174_1.2e-169	-
NC_015049-p0836.reverse.frame3	PF01528	1.1e-84_1.4e-80	-
NC_015049-p0845.reverse.frame3	PF02500	7.8e-73_1.3e-68	2
NC_015049-p0883.reverse.frame3	PF12906	2.3e-12_3.8e-08	3
NC_015049-p0921.reverse.frame3	PF07654	1.3e-22_1.6e-18	4721
END
