# Results for NC_003521 (PnHV2)
NC_003521-p0014.forward.frame1	PF06084	3.2e-82_3.8e-78	-
NC_003521-p2023.reverse.frame2	PF05999	7.4e-190_9.8e-186	-
NC_003521-p2034.reverse.frame2	PF02393	2e-17_1.2e-19	-
NC_003521-p2088.reverse.frame3	PF02393	1e-34_3.3e-40	-
NC_003521-p2120.reverse.frame3	PF02393	7.1e-30_3.4e-51	-
NC_003521-p2120.reverse.frame3	PF02393	3.7e-28_3.4e-51	-
NC_003521-p2139.reverse.frame3	PF08001	2.8e-09_4.8e-14	-
NC_003521-p2139.reverse.frame3	PF08001	1.5e-11_4.8e-14	-
NC_003521-p2144.reverse.frame3	PF08001	2.2e-29_1.3e-26	-
NC_003521-p2149.reverse.frame3	PF05963	1.1e-60_1.5e-56	4
NC_003521-p2183.reverse.frame3	PF12507	5.9e-27_7e-24	-
NC_003521-p2185.reverse.frame3	PF16758	2.3e-63_3.4e-60	4
NC_003521-p2186.reverse.frame3	PF00129	6.9e-18_1.2e-13	1184
NC_003521-p2187.reverse.frame3	PF00020	2.2e-10_3.7e-06	203
NC_003521-p2206.reverse.frame3	PF07340	6.9e-10_1e-05	9
NC_003521-p2207.reverse.frame3	PF03361	2.5e-69_2.6e-65	-
NC_003521-p2218.reverse.frame3	PF01801	2.5e-79_3.5e-75	-
NC_003521-p2247.reverse.frame3	PF01528	7.1e-114_9.9e-110	-
NC_003521-p2299.reverse.frame3	PF01802	7.7e-95_1.1e-90	-
NC_003521-p2321.reverse.frame3	PF02489	5.1e-86_3.4e-82	23
NC_003521-p2321.reverse.frame3	PF17488	3.4e-41_1.7e-37	22
NC_003521-p2324.reverse.frame3	PF00692	2.6e-10_1.2e-06	409
NC_003521-p2324.reverse.frame3	PF04797	5.1e-10_1.3e-06	-
NC_003521-p2326.reverse.frame3	PF03121	9.7e-24_1.6e-19	-
NC_003521-p2362.reverse.frame3	PF01366	7.7e-238_1.1e-233	-
NC_003521-p2367.reverse.frame3	PF00136	6.5e-144_3.3e-140	234
NC_003521-p2367.reverse.frame3	PF03104	1.5e-115_9.2e-112	264
NC_003521-p2381.reverse.frame3	PF17086	1e-33_1.1e-29	-
NC_003521-p2412.reverse.frame3	PF17591	1.9e-34_2.8e-30	-
NC_003521-p2416.reverse.frame3	PF02393	4.4e-16_2.9e-12	-
NC_003521-p2419.reverse.frame3	PF02393	2.2e-21_3.8e-32	-
NC_003521-p2419.reverse.frame3	PF02393	8e-17_3.8e-32	-
NC_003521-p2441.reverse.frame3	PF02393	3.3e-21_1.2e-32	-
NC_003521-p2441.reverse.frame3	PF02393	1.2e-18_1.2e-32	-
NC_003521-p2442.reverse.frame3	PF02393	1.6e-17_1.5e-22	-
NC_003521-p2449.reverse.frame3	PF02393	1.3e-19_1.4e-15	-
NC_003521-p2455.reverse.frame3	PF02393	2.3e-21_3.2e-29	-
NC_003521-p2455.reverse.frame3	PF02393	2.1e-13_3.2e-29	-
END
