# Results for NC_006150 (McHV3)
NC_006150-p0037.forward.frame1	PF17604	7.6e-26_1.1e-21	-
NC_006150-p1840.reverse.frame3	PF07982	8.1e-88_3.1e-86	-
NC_006150-p1844.reverse.frame3	PF03121	3.3e-23_5.6e-19	-
NC_006150-p1859.reverse.frame3	PF00747	0_0	2
NC_006150-p1861.reverse.frame3	PF00606	5.1e-95_1.4e-91	43
NC_006150-p1861.reverse.frame3	PF17416	6.2e-71_3.4e-67	38
NC_006150-p1861.reverse.frame3	PF17417	2e-34_1.1e-30	38
NC_006150-p1862.reverse.frame3	PF00136	2e-153_1.4e-149	234
NC_006150-p1862.reverse.frame3	PF03104	3.3e-104_2e-100	264
NC_006150-p1866.reverse.frame3	PF04541	4.3e-70_5.5e-66	50
NC_006150-p1890.reverse.frame3	PF17591	3.7e-17_5.1e-13	-
NC_006150-p1903.reverse.frame3	PF06070	3.5e-96_5.9e-92	-
NC_006150-p1910.reverse.frame3	PF02393	3.1e-23_1.1e-29	-
NC_006150-p1910.reverse.frame3	PF02393	5.8e-13_1.1e-29	-
NC_006150-p1911.reverse.frame3	PF05999	6.9e-145_9.5e-141	-
NC_006150-p1916.reverse.frame3	PF02393	8.1e-19_4.1e-20	-
NC_006150-s10289.reverse.frame3	PF08983	5.3e-10_7e-06	-
END
