# Results for NC_019559 (MuHV8)
NC_019559-p0048.forward.frame1	PF04489	2.2e-41_2.5e-37	-
NC_019559-p1547.reverse.frame3	PF05784	3e-26_3.2e-22	4
NC_019559-p1548.reverse.frame3	PF05784	7.7e-34_9.3e-30	4
NC_019559-p1554.reverse.frame3	PF03049	3.2e-59_4.5e-55	-
NC_019559-p1563.reverse.frame3	PF02489	5.7e-75_4.8e-71	23
NC_019559-p1563.reverse.frame3	PF17488	9e-40_2.5e-36	22
NC_019559-p1566.reverse.frame3	PF00692	3e-11_2.4e-07	409
NC_019559-p1575.reverse.frame3	PF05459	2.4e-62_2.7e-58	8
NC_019559-p1583.reverse.frame3	PF00747	0_0	2
NC_019559-p1589.reverse.frame3	PF03581	3.7e-30_4.9e-26	-
NC_019559-p1591.reverse.frame3	PF03117	3.1e-75_2.8e-71	-
NC_019559-p1613.reverse.frame3	PF03327	5.2e-40_7.1e-36	-
NC_019559-p1622.reverse.frame3	PF02393	2.7e-14_9.6e-18	-
NC_019559-p1650.reverse.frame3	PF02393	4.6e-17_1.1e-17	-
NC_019559-s3682.forward.frame3	PF00059	1.4e-09_2.4e-05	786
END
