# Results for NC_034266 (CoHV1)
NC_034266-p0034.forward.frame1	PF07420	2.9e-23_4.8e-19	-
NC_034266-p1353.reverse.frame1	PF03586	1.9e-76_1.6e-72	-
NC_034266-p1353.reverse.frame1	PF04843	1.5e-34_6.7e-31	-
NC_034266-p1401.reverse.frame1	PF00693	3.8e-87_5.3e-83	79
NC_034266-p1430.reverse.frame1	PF04559	7.6e-140_1.1e-135	-
NC_034266-p1431.reverse.frame1	PF03044	2.5e-78_3.6e-74	-
NC_034266-p1564.reverse.frame2	PF02053	1.7e-54_1.5e-50	-
NC_034266-p1613.reverse.frame2	PF03585	2.1e-151_1.8e-147	-
NC_034266-p1613.reverse.frame2	PF03584	1.6e-74_6.7e-71	-
NC_034266-p1660.reverse.frame2	PF07013	4.5e-30_5.6e-26	-
NC_034266-p1684.reverse.frame2	PF04823	5.4e-37_9e-33	1
NC_034266-p1732.reverse.frame2	PF03970	6.7e-82_7.5e-78	2
NC_034266-p1758.reverse.frame2	PF01673	2.3e-210_3.3e-206	-
NC_034266-p1781.reverse.frame2	PF00606	4.1e-94_1.3e-90	43
NC_034266-p1781.reverse.frame2	PF17416	7.4e-79_2.3e-75	38
NC_034266-p1781.reverse.frame2	PF17417	6.4e-33_5.9e-30	38
NC_034266-p1794.reverse.frame2	PF17488	5.9e-29_2.6e-25	22
NC_034266-p1794.reverse.frame2	PF02489	1.2e-25_9e-25	23
NC_034266-p1831.reverse.frame2	PF03580	1.3e-51_1.6e-47	-
NC_034266-p1837.reverse.frame2	PF11094	9.6e-17_9.4e-14	-
NC_034266-p1841.reverse.frame2	PF02399	0_0	-
NC_034266-p1842.reverse.frame2	PF03324	1.8e-24_9.5e-21	-
NC_034266-p1849.reverse.frame2	PF02689	1.2e-307_8.5e-304	2
NC_034266-p1921.reverse.frame3	PF02479	3.5e-34_3.4e-30	-
NC_034266-p2055.reverse.frame3	PF04540	1.7e-70_2e-66	-
NC_034266-p2142.reverse.frame3	PF02718	1.8e-81_2.5e-77	52
NC_034266-p2147.reverse.frame3	PF00747	0_0	2
NC_034266-p2148.reverse.frame3	PF01366	7.6e-216_1.1e-211	-
NC_034266-p2182.reverse.frame3	PF04544	3.3e-34_4.6e-30	-
NC_034266-p2184.reverse.frame3	PF03122	0_0	2
NC_034266-p2185.reverse.frame3	PF01802	5.2e-77_6.7e-73	-
NC_034266-p2203.reverse.frame3	PF01771	9.3e-96_5.3e-92	6
NC_034266-p2224.reverse.frame3	PF03277	9.5e-56_8.7e-52	-
END
