# Results for NC_033464 (SpHV2)
NC_033464-p0018.forward.frame1	PF04540	9.4e-66_1.2e-61	-
NC_033464-p0727.reverse.frame1	PF04541	4.6e-36_5.7e-32	50
NC_033464-p0767.reverse.frame1	PF00692	7.5e-09_2.5e-23	409
NC_033464-p0767.reverse.frame1	PF00692	1.1e-19_2.5e-23	409
NC_033464-p0771.reverse.frame1	PF03121	1.3e-25_1.4e-21	-
NC_033464-p0777.reverse.frame1	PF04537	3.5e-44_4.5e-40	-
NC_033464-p0820.reverse.frame2	PF07153	1.4e-41_1.1e-37	-
NC_033464-p0845.reverse.frame2	PF13639	3.8e-12_1.6e-08	31
NC_033464-p0845.reverse.frame2	PF00097	2.1e-11_5.7e-08	6
NC_033464-p0845.reverse.frame2	PF13923	5.9e-10_2.5e-06	29
NC_033464-p0845.reverse.frame2	PF13445	3.3e-09_9.6e-06	10
NC_033464-p0850.reverse.frame2	PF07420	2.2e-18_3.2e-14	-
NC_033464-p0896.reverse.frame2	PF01499	2.1e-152_2.9e-148	1
NC_033464-p0914.reverse.frame2	PF00136	1.1e-170_7.6e-167	234
NC_033464-p0914.reverse.frame2	PF03104	1.5e-103_8.1e-100	264
NC_033464-p0921.reverse.frame2	PF03581	5.2e-32_6.6e-28	-
NC_033464-p0923.reverse.frame2	PF04496	2.9e-23_3.7e-19	-
NC_033464-p0968.reverse.frame2	PF05459	1.5e-48_1.5e-44	8
NC_033464-p1029.reverse.frame3	PF03585	4.9e-169_1.8e-165	-
NC_033464-p1029.reverse.frame3	PF03584	1.9e-67_6.9e-64	-
NC_033464-p1042.reverse.frame3	PF07420	7.5e-20_1.2e-15	-
NC_033464-p1045.reverse.frame3	PF05259	2.9e-22_2.8e-18	4
NC_033464-p1046.reverse.frame3	PF03369	1.7e-74_2.1e-70	-
NC_033464-p1053.reverse.frame3	PF01763	7.6e-199_1.1e-194	-
NC_033464-p1076.reverse.frame3	PF02500	2.8e-114_3.7e-110	2
NC_033464-p1094.reverse.frame3	PF01646	1.5e-46_1.7e-42	-
NC_033464-p1097.reverse.frame3	PF00716	4e-86_6.7e-82	59
NC_033464-p1149.reverse.frame3	PF03327	9.7e-63_1.3e-58	-
NC_033464-p1150.reverse.frame3	PF02867	7.2e-131_4.9e-127	154
NC_033464-p1150.reverse.frame3	PF00317	1.2e-15_3.5e-12	149
NC_033464-p1151.reverse.frame3	PF00268	1.8e-62_2.3e-58	215
NC_033464-p1155.reverse.frame3	PF02282	2e-23_3.4e-22	8
NC_033464-p1156.reverse.frame3	PF05072	1.2e-20_1.5e-16	-
NC_033464-p1157.reverse.frame3	PF02124	7.2e-39_3e-35	-
NC_033464-p1157.reverse.frame3	PF07654	2e-10_6.6e-09	4721
NC_033464-p1158.reverse.frame3	PF05473	5e-26_7.5e-22	-
NC_033464-p1171.reverse.frame3	PF01621	1.2e-93_2.5e-90	-
END
